snapshot_id,source_revision,pad_id,legacy_id,pad_name,county,township,record_revision,has_reviewed_directions,has_structured_sequence,selected_destination_source,selected_latitude,selected_longitude,verified_entrance_latitude,verified_entrance_longitude,saved_pad_latitude,saved_pad_longitude,odnr_pad_latitude,odnr_pad_longitude,odnr_wellhead_latitude,odnr_wellhead_longitude,public_google_route,public_google_handoff
098667bf-a39f-4e7b-86e1-0706c882943c,6,81b842b1-9f67-4be4-b94f-7a2ae402b740,ascent--atmos,ATMOS,Guernsey,OXFORD,1786258360881449,true,true,saved_pad_reference,40.05752,-81.265294,,,40.05752,-81.265294,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,0b76ebf9-8ed9-46a7-957d-12c2617d61df,ascent--ayers,AYERS,Guernsey,Madison,1786265512886177,true,true,saved_pad_reference,40.111221,-81.394485,,,40.111221,-81.394485,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,6a76157e-c1c5-4624-bdf3-db996ed3aebd,ascent--betts,BETTS,Guernsey,LONDONDERRY,1786258360881449,true,true,saved_pad_reference,40.105342,-81.260282,,,40.105342,-81.260282,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,59061829-1122-4aae-872d-cf5024310373,ascent--bilinovich,BILINOVICH,Guernsey,LONDONDERRY,1786258360881449,true,true,saved_pad_reference,40.08863,-81.304164,,,40.08863,-81.304164,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,0dc102c5-1640-47bf-9975-736cf684c227,ascent--brown,BROWN,Guernsey,Washington,1786265812046205,true,true,official_pad_reference,40.182389,-81.413411,,,,,40.182389,-81.413411,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,58c94af4-32b1-4f80-a278-a5f73688fa23,ascent--caston,CASTON,Guernsey,LONDONDERRY,1786258360881449,true,true,saved_pad_reference,40.130458,-81.328059,,,40.130458,-81.328059,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,b22c557a-950a-4ed7-a65a-f4730b9bc727,ascent--circle-oaks,CIRCLE-OAKS,Guernsey,Washington,1787459253071652,true,true,verified_driver_entrance,40.176413,-81.34877,40.176413,-81.34877,,,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,57e1d8d2-0d6c-481f-881d-1839a72a037b,ascent--coad,COAD,Guernsey,OXFORD,1786258360881449,true,true,saved_pad_reference,40.033571,-81.258135,,,40.033571,-81.258135,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,852a50cf-855e-4ebc-96db-19edd085b083,ascent--cooper,COOPER,Guernsey,Washington,1787459253071652,true,true,saved_pad_reference,40.164905,-81.405149,,,40.164905,-81.405149,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,8a7b9669-169d-45a5-bf55-b9be5cbd51e2,ascent--donna,DONNA,Guernsey,LONDONDERRY,1787459253071652,true,true,saved_pad_reference,40.123656,-81.252093,,,40.123656,-81.252093,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,58fd9d03-e992-457e-95d3-6773c8f86b9c,ascent--eggleston,EGGLESTON,Guernsey,WILLS,1786258360881449,true,true,saved_pad_reference,40.035153,-81.413456,,,40.035153,-81.413456,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,bd2e0e20-8aa8-4e05-a4c0-0af312234853,ascent--gil,GIL,Guernsey,LONDONDERRY,1786258360881449,true,true,saved_pad_reference,40.09387,-81.29646,,,40.09387,-81.29646,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,71c9c874-5514-46a4-8d91-b105c6734799,ascent--gilcher,GILCHER,Guernsey,LONDONDERRY,1786258360881449,true,true,saved_pad_reference,40.100079,-81.295657,,,40.100079,-81.295657,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,efb704af-2dc0-4298-81c3-bad2ac13787b,ascent--gingerich,GINGERICH,Guernsey,LONDONDERRY,1786265812046205,true,true,saved_pad_reference,40.091693,-81.326033,,,40.091693,-81.326033,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,4d010be1-39a8-4e4e-8bc8-d2b3337964e8,ascent--henry,HENRY,Guernsey,LONDONDERRY,1786265812046205,true,true,saved_pad_reference,40.129593,-81.289909,,,40.129593,-81.289909,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,351b72fb-eb48-4355-b6fc-d8e9a867f79c,ascent--hoop,HOOP,Guernsey,LONDONDERRY,1787459253071652,true,true,saved_pad_reference,40.166384,-81.325728,,,40.166384,-81.325728,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,8698112a-c3b4-453e-94d0-bcf4b2476cfb,ascent--j-barr-j,J BARR J,Guernsey,OXFORD,1786258360881449,true,true,saved_pad_reference,40.03226,-81.263847,,,40.03226,-81.263847,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,f80dea77-db11-45f8-b30c-6c6abb85e469,ascent--jackalope,JACKALOPE,Guernsey,WASHINGTON,1786265812046205,true,true,saved_pad_reference,40.164159,-81.356092,,,40.164159,-81.356092,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,fcbf5085-4ba2-496d-9c20-516e8b52f9bd,ascent--jennings,JENNINGS,Guernsey,WILLS,1787615581785257,true,true,saved_pad_reference,40.010991,-81.457719,,,40.010991,-81.457719,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,894fffa5-bd8f-4de6-acea-6296382d9c14,ascent--kroby,KROBY,Guernsey,MADISON,1786258360881449,true,true,saved_pad_reference,40.122349,-81.360599,,,40.122349,-81.360599,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,ccf7415a-331b-440a-829d-28282a33cde1,ascent--lake,LAKE,Guernsey,LONDONDERRY,1786258360881449,true,true,saved_pad_reference,40.14776,-81.295527,,,40.14776,-81.295527,,,,,false,false
098667bf-a39f-4e7b-86e1-0706c882943c,6,883420b3-07b9-4682-912e-42ba278d1132,ascent--lavada,LAVADA,Guernsey,RICHLAND,1786265812046205,true,true,saved_pad_reference,39.97411,-81.412098,,,39.97411,-81.412098,,,,,false,false
